,TotalEnergy,ConnectedTime,ChargeTime,MaxPower,Duration_newh,Started_datum,DagLabelKort,WeekNr,MaandLabelKort,Is_WerkDag,Is_Weekend
294,7130,2.2053,2.0833,3600,2.205277777777778,2018-01-11,do,2,jan,1,0
295,57420,12.6775,7.2278,8187,12.6775,2018-01-11,do,2,jan,1,0
296,14826,3.9078,3.2503,8852,3.9077777777777776,2018-01-11,do,2,jan,1,0
297,6866,3.1325,2.7681,3306,3.1325,2018-01-11,do,2,jan,1,0
298,1629,0.4886,0.4886,3339,0.4886111111111111,2018-01-11,do,2,jan,1,0
299,3560,5.9958,1.1433,3600,5.995833333333334,2018-01-11,do,2,jan,1,0
300,1960,0.5631,0.5631,3509,0.5630555555555555,2018-01-11,do,2,jan,1,0
301,1015,0.3306,0.3306,3138,0.3305555555555555,2018-01-11,do,2,jan,1,0
302,3613,1.0831,1.0831,3358,1.0830555555555557,2018-01-11,do,2,jan,1,0
303,7750,2.6292,2.6292,3360,2.629166666666667,2018-01-11,do,2,jan,1,0
304,2600,0.95,0.95,3082,0.9527777777777776,2018-01-11,do,2,jan,1,0
305,51760,15.7406,4.4997,13240,15.740555555555556,2018-01-11,do,2,jan,1,0
306,10175,14.4281,4.6167,3183,14.428055555555556,2018-01-11,do,2,jan,1,0
307,9726,6.6889,3.7503,3276,6.688888888888889,2018-01-11,do,2,jan,1,0
